playlist_id,track_id,title,artists,artist_ids,preview_url,album,cover_url,danceability,energy,valence,tempo,acousticness,instrumentalness,liveness,loudness,speechiness,key,mode,time_signature,track_popularity,release_date,cluster,mood
5SKj9NPWQUYL4esNbi8cmN,4ThRozFhhRm2tDJYuie99T,Obe Sihinaye,"Shavindya Kariyawasam, Isuru Wickramanayaka, Prakash Ranasinghe","0xW7XKb8ysmQAj6OrpcHve, 4wxezFKqulA27fLG2Iqke4, 4gr5pY4m0J81O0npGEq0D7",https://p.scdn.co/mp3-preview/6aece70de6381ad7f2e8c2450653ffc2f67f50b8?cid=ff14a0bc7f824e879d94d30736b0a1ac,Obe Sihinaye,https://i.scdn.co/image/ab67616d0000b273026cac9799adf0d8c25f8c92,0.547,0.213,0.354,143.887,0.855,4.61e-06,0.131,-13.023,0.0317,7,1,4,9,2023-08-26,9,Sad
5SKj9NPWQUYL4esNbi8cmN,280wPfgvxgpqRyp7iz0Ino,Wanapasa Male,"Mihiran, Themiya Thejan, Devin Nimthaka","5geuqF6BLOASj8FVq2Tbes, 7KOQwe1vcolnuIBhMmvZo9, 0hgSnFTAm1aQ9DVH32FhgG",https://p.scdn.co/mp3-preview/3071490a73fe3f0e7c5e90e750dd6450e8e3ceca?cid=ff14a0bc7f824e879d94d30736b0a1ac,Wanapasa Male,https://i.scdn.co/image/ab67616d0000b273fcba5dfe51a358abafb9fe07,0.646,0.308,0.397,78.005,0.837,0.000656,0.149,-12.563,0.0906,5,1,4,0,2023-07-26,4,Neutral
5SKj9NPWQUYL4esNbi8cmN,4X7nSAKUXNCraag6JSQZCY,Abhinikmana (Yashodhara),Rashan Balasooriya,7y9m5o4dJ6jmxeUqYo9azF,https://p.scdn.co/mp3-preview/5f0e02164ec9bb48b3e415e2bcc5a42c653e6e27?cid=ff14a0bc7f824e879d94d30736b0a1ac,Abhinikmana (Yashodhara),https://i.scdn.co/image/ab67616d0000b27347c1aab3a74ececc880ced8d,0.457,0.515,0.408,147.848,0.895,0.358,0.107,-12.895,0.0375,2,0,4,8,2023-08-04,6,Melancholic
5SKj9NPWQUYL4esNbi8cmN,1UGdbVpkwmj5UYPpVFdfbW,Sudu Mal,Abhishek Geethadeva,7qecdr0CQDfEQED17m9Y3M,https://p.scdn.co/mp3-preview/0f645cf5045cc1e6f90766db0c333bff281d078c?cid=ff14a0bc7f824e879d94d30736b0a1ac,Sudu Mal,https://i.scdn.co/image/ab67616d0000b2733c1464d6d4fd404e9341aaa7,0.753,0.174,0.248,83.0,0.85,0.0112,0.11,-11.756,0.0577,6,1,4,0,2023-11-03,4,Neutral
5SKj9NPWQUYL4esNbi8cmN,5tSJMJPkqncoCGel8Wwk6P,Sande Numba Do Ahanawa,"Mahiru Senarathne, Nipuni Herath","3Od0SSFki2d6U1jnmoUaBC, 2jJNXKV8EVepbVOKgpxK5P",https://p.scdn.co/mp3-preview/29057ad0bcae85d3a86e38606bdc82fc844314f0?cid=ff14a0bc7f824e879d94d30736b0a1ac,Sande Numba Do Ahanawa,https://i.scdn.co/image/ab67616d0000b27337849c82944a538859192373,0.569,0.281,0.716,80.204,0.849,5.63e-05,0.15,-10.969,0.0407,8,1,4,21,2023-07-14,2,Relaxed
5SKj9NPWQUYL4esNbi8cmN,0QivM7RF5E39h5SWQKAUX5,Hithawanthi,"Dhyan Hewage, Pasan Liyanage","3ES7kGNf8O344XSDG3kW8G, 44fhZpV5IJzoRFiUswUhbi",https://p.scdn.co/mp3-preview/60514003835f530e179a9155a8242324c4cfac54?cid=ff14a0bc7f824e879d94d30736b0a1ac,Hithawanthi,https://i.scdn.co/image/ab67616d0000b273e3e5601f8794ca62d5dc5d28,0.488,0.447,0.155,134.928,0.8,0.0,0.116,-8.51,0.0287,7,1,4,45,2023-07-31,6,Melancholic
5SKj9NPWQUYL4esNbi8cmN,1fji2448yGiIn2VSCQxbiF,Kala Warsha,"Madhuka Wijesinghe, Jithma Kamburugamuwa, Imesh Gimshan","7isrdL4ZPy6zcdQ7H7SX0E, 7IwmV5HUcPuDkgIP5sc2q1, 5OlzsraDtC1HkZnvBBiQR8",https://p.scdn.co/mp3-preview/6a7bd088973e01333fe5ebfdf50d7dfedf143161?cid=ff14a0bc7f824e879d94d30736b0a1ac,Kala Warsha,https://i.scdn.co/image/ab67616d0000b2735715b5b860f2f25f545689f6,0.548,0.516,0.0793,97.054,0.539,0.528,0.125,-12.121,0.0519,0,0,4,6,2023-07-27,2,Relaxed
5SKj9NPWQUYL4esNbi8cmN,5I4bxMiQbjfs9ycLfZ7RN3,Ada Viyala,Tharaka Perera,1n70byqnyzJpL4QdB7Axss,https://p.scdn.co/mp3-preview/32709a4678cbd6be96210e350fe679a88731fffb?cid=ff14a0bc7f824e879d94d30736b0a1ac,Ada Viyala,https://i.scdn.co/image/ab67616d0000b273fedafeea31da57694a42e612,0.464,0.431,0.299,77.003,0.71,0.000102,0.0963,-10.597,0.0284,7,0,4,0,2023-11-10,8,Upset
5SKj9NPWQUYL4esNbi8cmN,4OMarR1imqU3YQ2dBWokks,Piyanani,Abhishek Geethadeva,7qecdr0CQDfEQED17m9Y3M,https://p.scdn.co/mp3-preview/f2eb3645cf7bcd5d00f0baba2ed54d5d9edf7eeb?cid=ff14a0bc7f824e879d94d30736b0a1ac,Piyanani,https://i.scdn.co/image/ab67616d0000b273fac798b070e93af497d9877c,0.473,0.205,0.304,146.12,0.898,0.000268,0.139,-11.711,0.03,9,0,4,0,2023-07-31,6,Melancholic
5SKj9NPWQUYL4esNbi8cmN,0pHUtRVkSFHRpvWvXyvjkY,Oba Hinda Nam,"Dhyan Hewage, Chamel","3ES7kGNf8O344XSDG3kW8G, 3CxWy4iGC6kroPPEbuVlDL",https://p.scdn.co/mp3-preview/05a60247675741338bc9958d149024b097f710ca?cid=ff14a0bc7f824e879d94d30736b0a1ac,Oba Hinda Nam,https://i.scdn.co/image/ab67616d0000b273e2a1c4562c308cece216467a,0.563,0.647,0.421,155.818,0.331,0.000687,0.241,-9.978,0.0771,1,0,4,29,2023-06-30,5,Thoughtful
5SKj9NPWQUYL4esNbi8cmN,2seGYgxglGN65zVzQe3gkZ,Hanthane - Acoustic,"Dhyan Hewage, Prakash Ranasinghe","3ES7kGNf8O344XSDG3kW8G, 4gr5pY4m0J81O0npGEq0D7",https://p.scdn.co/mp3-preview/d9a1d69ac0498cae72ca3b4f5e4ee3153c2cc979?cid=ff14a0bc7f824e879d94d30736b0a1ac,Hanthane (Acoustic),https://i.scdn.co/image/ab67616d0000b273e8a64436261201855af29fa1,0.554,0.257,0.578,84.756,0.891,4.5e-05,0.113,-12.16,0.029,11,0,4,6,2023-07-13,2,Relaxed
5SKj9NPWQUYL4esNbi8cmN,3wBCm0eVGdMpaxSIzg43yJ,Paalu Yaame,Iman Fernando,42ATja5N0WYsh9RNSParhI,https://p.scdn.co/mp3-preview/34c8e0258020f2de483ef55fb06cc11373e7ad62?cid=ff14a0bc7f824e879d94d30736b0a1ac,Paalu Yaame,https://i.scdn.co/image/ab67616d0000b2735e780713c7598b36e75b229f,0.812,0.325,0.707,113.999,0.849,0.0001,0.0997,-11.261,0.0433,7,0,4,0,2023-04-21,0,Happy
5SKj9NPWQUYL4esNbi8cmN,1YUEfZIdFrikbJYhEldPBe,Sandak Wage - Revisited,Thisal Randunu,3Ox0lyiaEeokdBvVMUViQL,https://p.scdn.co/mp3-preview/fc89fcdc40861fe25dd93016123d4d8d6e701d63?cid=ff14a0bc7f824e879d94d30736b0a1ac,Sandak Wage (Revisited),https://i.scdn.co/image/ab67616d0000b273b11143bf83a5dc3609a514ec,0.602,0.871,0.731,88.068,0.0552,0.0,0.155,-6.524,0.0357,6,0,4,0,2023-07-14,4,Neutral
5SKj9NPWQUYL4esNbi8cmN,0RiAFV5DdpgPQU2NK6OMQI,Dehada Patalunu Kathawak - Acoustic,"Dhyan Hewage, Prakash Ranasinghe","3ES7kGNf8O344XSDG3kW8G, 4gr5pY4m0J81O0npGEq0D7",https://p.scdn.co/mp3-preview/981e3ea3a092e158ed948bff8429dc2dfb05c752?cid=ff14a0bc7f824e879d94d30736b0a1ac,Dehada Patalunu Kathawak (Acoustic),https://i.scdn.co/image/ab67616d0000b273dec25414ae4672332f4ca120,0.604,0.179,0.374,92.498,0.922,3.36e-05,0.11,-11.125,0.0325,11,0,4,3,2023-07-07,4,Neutral
5SKj9NPWQUYL4esNbi8cmN,0BbCZCoKgfJXxK6ths72x5,Paalu Pale - Acoustic,"Dhyan Hewage, Prakash Ranasinghe","3ES7kGNf8O344XSDG3kW8G, 4gr5pY4m0J81O0npGEq0D7",https://p.scdn.co/mp3-preview/93d4c47fa9a09aa446896eae36a59324a6050e7a?cid=ff14a0bc7f824e879d94d30736b0a1ac,Paalu Pale (Acoustic),https://i.scdn.co/image/ab67616d0000b273d8593c36a8fc2c2fdc0261bd,0.373,0.156,0.468,86.358,0.876,0.0,0.12,-13.956,0.0353,7,0,4,3,2023-07-09,8,Upset
5SKj9NPWQUYL4esNbi8cmN,62UhJum9yoy3FporPpFxjT,Sobana,"Ridma Weerawardena, Senanga Dissanayake, Nisal Gamage","03lEcjt6I9zmO8g0tJi4zT, 5r68YwgGItdBtZdTWQFQsJ, 1M8N1mJapJj4Uj58izFWbC",https://p.scdn.co/mp3-preview/8d388f60d1fbef015ab1f4c6a4194041d5839b68?cid=ff14a0bc7f824e879d94d30736b0a1ac,Sobana,https://i.scdn.co/image/ab67616d0000b27371e8c91d8f2b7d1e0f32cf60,0.609,0.476,0.536,125.891,0.771,6.33e-05,0.105,-9.065,0.0277,5,1,3,40,2023-04-06,9,Sad
5SKj9NPWQUYL4esNbi8cmN,75Ip1aUJrXKUAsTR6fWSYr,Handana Sitha - Acoustic,"Dhyan Hewage, Prakash Ranasinghe","3ES7kGNf8O344XSDG3kW8G, 4gr5pY4m0J81O0npGEq0D7",https://p.scdn.co/mp3-preview/c1e752bb785b366ff97800ebcd978a74a25a0583?cid=ff14a0bc7f824e879d94d30736b0a1ac,Handana Sitha (Acoustic),https://i.scdn.co/image/ab67616d0000b273e0ed459b26c5f7451f698eb5,0.444,0.171,0.684,184.186,0.92,1.46e-05,0.0969,-13.525,0.0343,9,0,4,4,2023-07-11,1,Excited
7vaX4BKbCyVz98aXZcz58P,1YhmQy5mTAmSruQQou5ZuE,Milton Perera Medley - LIVE,Dilmin Perera,1ynp9MeAy2ZNkVwguGOJTv,https://p.scdn.co/mp3-preview/132905b3c6a87e03587eff0f8d3f81cefdfd0fcb?cid=ff14a0bc7f824e879d94d30736b0a1ac,Milton Perera Medley (LIVE),https://i.scdn.co/image/ab67616d0000b273c7bda9336f970cef4111443c,0.458,0.69,0.122,118.333,0.64,0.0262,0.133,-4.952,0.0358,4,0,4,18,2021-05-22,6,Melancholic
7vaX4BKbCyVz98aXZcz58P,1X8vKTW53GxMGfs9z3szak,Sanasennam Ma - Unplugged,Raveen Kanishka,4EXKKtlX8GoJtSGANoI9Ke,,Maathra,https://i.scdn.co/image/ab67616d0000b273eb1470f341003d5c8a394c64,0.562,0.358,0.293,96.552,0.756,1.46e-05,0.124,-9.845,0.026,7,1,4,0,2021-04-14,2,Relaxed
7vaX4BKbCyVz98aXZcz58P,19Bq2YrgX8XAGqhfMpipnV,Labendiye - Unplugged,"Wasthi, La Signore","6SuMIiPGM6P4hLLNdT0nNt, 3wRgCqDCo0rwgjvCEPoDMP",https://p.scdn.co/mp3-preview/bba1c85cb8a795d469848476b6972d61ac2842ba?cid=ff14a0bc7f824e879d94d30736b0a1ac,Wasthi Unplugged Live,https://i.scdn.co/image/ab67616d0000b27328c312ef08fa587bc2e2a764,0.481,0.538,0.275,97.544,0.729,0.000618,0.191,-10.573,0.0284,9,1,5,30,2020-06-22,2,Relaxed
7vaX4BKbCyVz98aXZcz58P,2Kl46NbSsEmDterNfVgqeZ,Ranga Nadeeka,"Gayan Udawatta, Dhanapala Udawatta","6nqL4Zw9dlneJn4CDNKPhI, 48Ncy9fmAqEBOyRQelyh4x",https://p.scdn.co/mp3-preview/9c25eee3bb5dd28cf589555d6ec917d1a99160e4?cid=ff14a0bc7f824e879d94d30736b0a1ac,Sulan Kurullo,https://i.scdn.co/image/ab67616d0000b273ad3f9a3972823bc12f5a68f7,0.749,0.52,0.767,115.09,0.586,0.0,0.341,-7.173,0.0673,5,0,4,17,2020-11-21,3,Calm
7vaX4BKbCyVz98aXZcz58P,2eaeZHZa6pVpLir0MZ9oRJ,A Neela Warala Peerala,"Gayan Udawatta, Dhanapala Udawatta","6nqL4Zw9dlneJn4CDNKPhI, 48Ncy9fmAqEBOyRQelyh4x",https://p.scdn.co/mp3-preview/b0e4a4b15d26502fc30ecb0fa7f142af9a267279?cid=ff14a0bc7f824e879d94d30736b0a1ac,Sulan Kurullo,https://i.scdn.co/image/ab67616d0000b273ad3f9a3972823bc12f5a68f7,0.746,0.629,0.554,119.851,0.56,0.0,0.0916,-8.234,0.21,4,0,4,19,2020-11-21,3,Calm
7vaX4BKbCyVz98aXZcz58P,7LnaTxRrEBco7YZ44FFppB,Kumariyak Remake,Hector Dias,2CpRrqlqGd58uk1XXiY69h,https://p.scdn.co/mp3-preview/47dbbd44fda67b70e0770289339c6835183b22c7?cid=ff14a0bc7f824e879d94d30736b0a1ac,Kumariyak Remake - Single,https://i.scdn.co/image/ab67616d0000b2733f274a4e19563b7c2b311158,0.59,0.71,0.964,173.853,0.66,7.02e-06,0.0868,-10.798,0.0395,2,1,3,24,2012-06-28,5,Thoughtful
7vaX4BKbCyVz98aXZcz58P,09GsHSv8QSet2Ph79ovtEz,Nilwan Muhudu Theere - Cover Version,Hector Dias,2CpRrqlqGd58uk1XXiY69h,https://p.scdn.co/mp3-preview/17a9cff3ae14d50096f551dbb2988260fef6d615?cid=ff14a0bc7f824e879d94d30736b0a1ac,Nilwan Muhudu Theere (Cover Version),https://i.scdn.co/image/ab67616d0000b2733ba9d610d668306676ca779d,0.696,0.665,0.509,129.921,0.154,0.0,0.184,-12.342,0.102,9,0,4,25,2021-04-22,3,Calm
1trfdD67ToNqbO21VLGbhU,7eW47wDLr2HXZ6OnIYCBHu,Asurin Midela,Priya Sooriyasena,7dTzdBEmthkqisfhyX4V3q,https://p.scdn.co/mp3-preview/25b9be0f3a3a9c61b43a6907517a35eeac0a596e?cid=ff14a0bc7f824e879d94d30736b0a1ac,Adaraneeya Neranjana,https://i.scdn.co/image/ab67616d0000b2732291976054dc025ce3f98c90,0.769,0.583,0.962,126.293,0.121,0.00699,0.116,-9.653,0.0358,9,1,4,29,1972,3,Calm
1trfdD67ToNqbO21VLGbhU,4KWOMyu01ZGg0QCyeLy1y3,Malbara Himidiriye,"Eral Fernando, Chandralekha Perera","0GbFnD9lgux8Z8l1Cn1Erb, 5gwnuUYqw97O90MlouRNLC",https://p.scdn.co/mp3-preview/74cf38f97b6a331376be5eb2226e4e76ed25016f?cid=ff14a0bc7f824e879d94d30736b0a1ac,Stars Of The 70's,https://i.scdn.co/image/ab67616d0000b273844ed51d27e59b1a0a68bcbd,0.713,0.498,0.617,107.992,0.251,9.67e-06,0.207,-8.123,0.0355,4,1,4,11,2000-01-01,3,Calm
1trfdD67ToNqbO21VLGbhU,5PdvpltBywl7bn3df1I0a5,Mage Lamada,Priya Sooriyasena,7dTzdBEmthkqisfhyX4V3q,https://p.scdn.co/mp3-preview/20ba121fee51872a6ebfa49c5287bea2fab22964?cid=ff14a0bc7f824e879d94d30736b0a1ac,Mage Lamada,https://i.scdn.co/image/ab67616d0000b273caf76935de3c88a4eda25d9b,0.457,0.284,0.689,170.649,0.718,0.0,0.52,-10.604,0.0369,9,1,3,0,2017-01-05,1,Excited
1trfdD67ToNqbO21VLGbhU,3fYl6IfuePy7dgikISzvQw,Adaraneeya Neranjana,Priya Sooriyasena,7dTzdBEmthkqisfhyX4V3q,https://p.scdn.co/mp3-preview/9c1bc5cb76c59283d7fa3f0a03ecbabfd4a0042a?cid=ff14a0bc7f824e879d94d30736b0a1ac,Adaraneeya Neranjana,https://i.scdn.co/image/ab67616d0000b2732291976054dc025ce3f98c90,0.639,0.354,0.584,79.338,0.841,0.000153,0.197,-12.25,0.0509,9,1,4,27,1972,4,Neutral
1trfdD67ToNqbO21VLGbhU,1cxc8sNwqoh7Jk2SEZR5zQ,Sanakeliye Sanda Eliye,Clarence Wijewardena,5vFuL0fcuTYsd7QMaosr5v,https://p.scdn.co/mp3-preview/e2237177b74bf307b9353e47eaf97ea599275a6f?cid=ff14a0bc7f824e879d94d30736b0a1ac,"Chamara Salunawe, Vol. 2",https://i.scdn.co/image/ab67616d0000b2737868dbbd6204d1cc704a229a,0.638,0.755,0.888,141.492,0.275,0.0949,0.0859,-8.807,0.0407,0,1,4,22,2013-12-31,9,Sad
1trfdD67ToNqbO21VLGbhU,7cCdWrjk41WeaDnaIxJg96,Upul Nuwan,Milton Mallawarachchi,7dfcs6HfM9SIOSLfbySZXJ,https://p.scdn.co/mp3-preview/ae347f950a113fd45ed7090f6ffb8fa6afae5821?cid=ff14a0bc7f824e879d94d30736b0a1ac,Senehasa Binduwak,https://i.scdn.co/image/ab67616d0000b27361a094b3076b94b0f8e82feb,0.676,0.5,0.513,109.079,0.659,0.029,0.188,-4.297,0.0396,7,1,4,0,2014-03-17,4,Neutral
1trfdD67ToNqbO21VLGbhU,6tbt77cutcWAAUnBJMtjEK,Mango Kalu Nande,Annesley Malawana,1QjOi9h8YmKmuKvFU9s6M7,https://p.scdn.co/mp3-preview/d2659eb021d13a64e60fe8e9f16a64c793bd3580?cid=ff14a0bc7f824e879d94d30736b0a1ac,Wana Bambaro,https://i.scdn.co/image/ab67616d0000b273a2cee6b71519b79c6e109a85,0.712,0.437,0.884,120.599,0.396,0.0,0.194,-16.156,0.0646,4,1,4,0,2015-06-10,3,Calm
1trfdD67ToNqbO21VLGbhU,1WYm3DmrrGiDa1f7rmxfVW,Kiri Kodu (Sinhala & Tamil),Bathiya & Santhush,4qOcN0iWp8vs7OBhxzHY8Q,https://p.scdn.co/mp3-preview/6d2eeb76bc139832e29ac4ffbf0f03348684b7f1?cid=ff14a0bc7f824e879d94d30736b0a1ac,Neththara,https://i.scdn.co/image/ab67616d0000b27321f12f03a15fb1ca26312651,0.66,0.503,0.473,112.895,0.335,0.0,0.0775,-8.032,0.037,7,1,3,37,2006-03-07,3,Calm
1trfdD67ToNqbO21VLGbhU,2QGIsAhw02pJIPPJiYsJoj,Nim Him Seuwa,W. D. Amaradeva,2WyzFACskl0OlKGQLzywp7,https://p.scdn.co/mp3-preview/54fbb8bae0214b495032958d0968ffcef126c6f7?cid=ff14a0bc7f824e879d94d30736b0a1ac,Kalpani Duwani,https://i.scdn.co/image/ab67616d0000b2735affad7c92008cc9b819f0e3,0.485,0.189,0.324,116.9,0.0846,1.73e-06,0.12,-12.76,0.0454,0,1,3,26,2014-02-20,9,Sad
1trfdD67ToNqbO21VLGbhU,1TTfsGYGyd5BpjWh0RWMIf,Dilhani Duwani,Indrani Perera,0aMKv4of9m0yrGYhNp7qiZ,https://p.scdn.co/mp3-preview/ce2d3486d382b23fa57ca183c2dd21149ab594b7?cid=ff14a0bc7f824e879d94d30736b0a1ac,Mayuri,https://i.scdn.co/image/ab67616d0000b273d41a86b716436d14fa71a05f,0.591,0.428,0.833,127.072,0.389,0.000224,0.161,-11.143,0.0299,2,1,4,22,2014-01-23,9,Sad
1trfdD67ToNqbO21VLGbhU,5zA3xjncYlGkAF9F0N8whm,Udarata Niliya,Annesley Malawana,1QjOi9h8YmKmuKvFU9s6M7,https://p.scdn.co/mp3-preview/9cf655745a08cc030ea36227bb6e82aea8fa7c15?cid=ff14a0bc7f824e879d94d30736b0a1ac,Wana Bambaro,https://i.scdn.co/image/ab67616d0000b273a2cee6b71519b79c6e109a85,0.624,0.481,0.89,118.779,0.396,7.2e-06,0.0823,-16.585,0.0717,0,1,4,0,2015-06-10,9,Sad
1trfdD67ToNqbO21VLGbhU,4gp1jZN0PkYc6LacogeWTE,Hitha Dura Handa,Thilina Ruhunage,3uxggUmuI6OX5tcW12y7cn,https://p.scdn.co/mp3-preview/b99e10819ddd67cfe15c42468edf1028e46b53d9?cid=ff14a0bc7f824e879d94d30736b0a1ac,"Hitha Dura Handa, Vol. 2",https://i.scdn.co/image/ab67616d0000b273a0d5534ae81d8e2d86f17518,0.728,0.58,0.509,109.969,0.612,9.2e-06,0.179,-6.867,0.033,2,0,4,0,2016-03-01,3,Calm
1trfdD67ToNqbO21VLGbhU,5btdtHTJ6CDGBDIIRdyrcI,Kese Kiyannada,Milton Mallawarachchi,7dfcs6HfM9SIOSLfbySZXJ,https://p.scdn.co/mp3-preview/226a57e64b69f6f128489fb59172b6464281fafd?cid=ff14a0bc7f824e879d94d30736b0a1ac,Milton Pranama 2,https://i.scdn.co/image/ab67616d0000b273b3fcdb5b66c2c643c21dfdd5,0.65,0.434,0.925,132.106,0.0672,0.00161,0.087,-17.07,0.0384,5,1,4,0,2013-12-19,9,Sad
1trfdD67ToNqbO21VLGbhU,5SITxdChlsvGVmFRz6uixI,Ninda Nathi Raye,Gunadasa Kapuge,4YYHjonTwU26tpJ0T4dlEL,https://p.scdn.co/mp3-preview/e60c24739ded946b137bd34ee3905304d1839fb2?cid=ff14a0bc7f824e879d94d30736b0a1ac,"Suwanda Muvarada, Vol. 1",https://i.scdn.co/image/ab67616d0000b273c97cda304ff0187b671e50f9,0.436,0.495,0.569,176.494,0.252,6.82e-05,0.0666,-9.045,0.032,2,0,3,0,2014-01-01,1,Excited
1trfdD67ToNqbO21VLGbhU,4Yf2DOMALD1qO6NSBTUZ3D,Mandira Sandaluthala,Infaas,0Y4h56wa6ocAQMbT2dAPhP,https://p.scdn.co/mp3-preview/e981e189c7a3fd2d7e363218a5a1cdee5f998120?cid=ff14a0bc7f824e879d94d30736b0a1ac,Infaas,https://i.scdn.co/image/ab67616d0000b27386def32124db5c21fca200ad,0.601,0.584,0.663,80.02,0.0741,2.48e-06,0.295,-10.012,0.0421,6,0,4,36,2007-07-01,2,Relaxed
1trfdD67ToNqbO21VLGbhU,7eSOJ7sNub8agoDmjMfJO5,Himi Nathi Pemakata,Nirosha Virajini,6wHi07ZWI3mgwehxRbd8x9,https://p.scdn.co/mp3-preview/258c54923b6099856c11d7b1d3800afafcab7ec1?cid=ff14a0bc7f824e879d94d30736b0a1ac,Sinhala Super Hits,https://i.scdn.co/image/ab67616d0000b273b3888060c57a294cd5f0029b,0.661,0.387,0.328,90.064,0.798,0.000249,0.29,-6.483,0.0266,5,1,4,0,2015-09-04,4,Neutral
1trfdD67ToNqbO21VLGbhU,5SKc1o1M8GnVeVD29We870,Sande Walawan,Clarence Wijenwardane,75mpeVKQKYHiPfqZhBY2Qf,https://p.scdn.co/mp3-preview/6df62a79e5ec92f789b29120a07a03142d7a300b?cid=ff14a0bc7f824e879d94d30736b0a1ac,Malata Babarekuse,https://i.scdn.co/image/ab67616d0000b2734bdab879ae300f09233a57d4,0.407,0.895,0.965,195.545,0.149,0.0,0.271,-7.289,0.0445,4,1,3,17,2013-06-05,1,Excited
1trfdD67ToNqbO21VLGbhU,1Ra38zzeM71zyx4EvulW6Q,Ayemath Adaren,Thilina Ruhunage,3uxggUmuI6OX5tcW12y7cn,https://p.scdn.co/mp3-preview/f9e01c770b076b3fc3686bc2bc3e0e824d94ca8c?cid=ff14a0bc7f824e879d94d30736b0a1ac,"Ayemath Adaren, Vol. 3",https://i.scdn.co/image/ab67616d0000b27325ca92db2e366981e1c97506,0.431,0.637,0.567,89.96,0.665,8.1e-06,0.149,-7.531,0.0748,0,1,4,0,2016-03-01,8,Upset
1trfdD67ToNqbO21VLGbhU,7J2l28U9aAx8oWhuvNgiJ8,Mama Ahewwa,Rookantha Gunathilake,4WAAlVgPR8peyLK4jzAfZp,https://p.scdn.co/mp3-preview/e9131783d808a771e0e8bc0a54eeb6f32c9491b4?cid=ff14a0bc7f824e879d94d30736b0a1ac,Kandulu Bindak,https://i.scdn.co/image/ab67616d0000b273cef80770db4bd39bff0bcb4f,0.78,0.373,0.707,110.02,0.349,5.78e-05,0.115,-13.859,0.029,7,1,4,0,2014-12-01,0,Happy
1trfdD67ToNqbO21VLGbhU,5exsx3TlizQ3QdXLQKQhv4,Me Hitha Thaniyen,Athma Liyanage,5VCJFF8MGzfQI7EjbuV1nX,https://p.scdn.co/mp3-preview/8c5da820c93ae23fc18de2418d1c8c232a8cb393?cid=ff14a0bc7f824e879d94d30736b0a1ac,Sinhala Super Hits,https://i.scdn.co/image/ab67616d0000b273b3888060c57a294cd5f0029b,0.718,0.515,0.694,119.911,0.671,0.00258,0.22,-7.958,0.0302,0,0,4,0,2015-09-04,3,Calm
1trfdD67ToNqbO21VLGbhU,6dnh8IC0Hf0B5c1opY3SHP,Gamen Liyumak Awilla,Chaminda Silva,6rGaznCzV3vLrq7FdjzqMw,https://p.scdn.co/mp3-preview/5ec0d2a6f44d2c725f26b47c35dd978702a6df6f?cid=ff14a0bc7f824e879d94d30736b0a1ac,"Clarence Creations, Vol. 1",https://i.scdn.co/image/ab67616d0000b27314538281ac673224ba1e8c58,0.68,0.213,0.44,104.717,0.869,1.43e-05,0.111,-12.384,0.0311,0,1,4,10,2012-11-01,4,Neutral
1trfdD67ToNqbO21VLGbhU,2imUA14lb0ywPcasGZUKZP,Raa Ahase,Billy Fernando,7CfW9mqAFy2C2ajMzMNr9j,https://p.scdn.co/mp3-preview/173630be3cd672c45ea0505c640fcc667d682429?cid=ff14a0bc7f824e879d94d30736b0a1ac,Sri Lankan Top Chart,https://i.scdn.co/image/ab67616d0000b2731822e5162c6f417b1f88051b,0.618,0.509,0.36,115.001,0.409,0.0,0.0992,-9.314,0.0289,0,1,5,29,2013-02-01,9,Sad
0MpSfGfBSF1sh6oAPurIzC,2rW8a7BTxi5hXxHeSIKJrK,Melaa,"Kasun Kalhara, Anuk Dilshan","33Y7dADrRWpD5ZVrVm8tw9, 3YoLrkiKUjZcqjZgScPhn5",https://p.scdn.co/mp3-preview/9f61e2d7a7d5073438850ef9813159b01e7e499e?cid=ff14a0bc7f824e879d94d30736b0a1ac,Melaa - Single,https://i.scdn.co/image/ab67616d0000b2737edcf3197e2b5a0a110966e1,0.493,0.379,0.272,139.913,0.857,0.0491,0.106,-12.865,0.0295,1,0,4,0,2017-05-18,6,Melancholic
0MpSfGfBSF1sh6oAPurIzC,386UepOWnDX3SOCKv22ezL,Nura Wasanthe,"Nadeemal Perera, Pasan Liyanage","7HXYBxEdiDAJCoNEgDG7ka, 44fhZpV5IJzoRFiUswUhbi",https://p.scdn.co/mp3-preview/d10daf6e8c5250b36038de04443c00d17c409908?cid=ff14a0bc7f824e879d94d30736b0a1ac,Nura Wasanthe,https://i.scdn.co/image/ab67616d0000b2739485a8e33844a1becda83005,0.605,0.745,0.597,94.969,0.239,8.71e-05,0.135,-5.348,0.0285,5,1,4,39,2021-05-21,4,Neutral
0MpSfGfBSF1sh6oAPurIzC,0JvXCpykHHvvK53XQZd3Tv,Sansaraye Maa,"Ridma Weerawardena, Charitha Attalage","03lEcjt6I9zmO8g0tJi4zT, 65U1qIqriL4ZawzjoMX1QP",https://p.scdn.co/mp3-preview/39e5d7d987aedba38d66cdea2ebf01a34c6b2ee9?cid=ff14a0bc7f824e879d94d30736b0a1ac,Ridma Weerawardena,https://i.scdn.co/image/ab67616d0000b2734c6dc75e646a44fa8e75c587,0.731,0.518,0.603,129.994,0.863,5.67e-05,0.0978,-8.751,0.0286,1,0,3,38,2018-01-12,3,Calm
